video,roundId,starttime,endtime,won,place,kills,map_ui_position/scale
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191130_-bUCRsoPcUG4I0gtbrLubw_1575093586.mp4,1,00:06:27,00:09:17,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191208_XUdCGXNaXkKzfMExAHbcSw_1575790814.mp4,1,00:07:09,00:07:41,0,100,0,(1528x50)(1814x336); 1.007,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191203_SrWj6SkIyEKS0npx7rBerQ_1575354205.mp4,1,00:04:48,00:11:52,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191203_SrWj6SkIyEKS0npx7rBerQ_1575354205.mp4,2,00:13:50,00:16:00,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191130_-bUCRsoPcUG4I0gtbrLubw_1575093586.mp4,2,00:11:09,00:19:29,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191203_SrWj6SkIyEKS0npx7rBerQ_1575354205.mp4,3,00:17:51,00:23:04,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,1,00:31:04,00:34:33,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191129_XgMG9HQeYkSUy2ILC1KFOA_1575032217.mp4,1,00:05:43,00:21:01,0,100,0,(1523x13)(1809x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191208_XUdCGXNaXkKzfMExAHbcSw_1575790814.mp4,2,00:09:17,00:26:43,0,100,0,(1528x50)(1814x336); 1.007,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,1,00:26:25,00:42:48,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,2,00:45:17,00:46:38,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,3,00:49:14,00:52:29,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191208_XUdCGXNaXkKzfMExAHbcSw_1575790814.mp4,3,00:28:27,00:43:01,0,100,0,(1528x50)(1814x336); 1.007,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,4,00:54:06,00:56:33,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,2,00:39:06,00:51:52,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,5,00:58:12,01:00:38,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,3,00:56:49,01:01:55,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191130_-bUCRsoPcUG4I0gtbrLubw_1575093586.mp4,3,00:21:16,00:41:49,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,4,01:04:02,01:06:32,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191208_XUdCGXNaXkKzfMExAHbcSw_1575790814.mp4,4,00:44:42,00:57:30,0,100,0,(1528x50)(1814x336); 1.007,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191129_XgMG9HQeYkSUy2ILC1KFOA_1575032217.mp4,2,00:23:42,00:44:27,0,100,0,(1523x13)(1809x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191203_SrWj6SkIyEKS0npx7rBerQ_1575354205.mp4,4,00:35:17,00:58:44,-1,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191208_XUdCGXNaXkKzfMExAHbcSw_1575790814.mp4,5,00:59:26,01:01:14,0,100,0,(1528x50)(1814x336); 1.007,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,5,01:08:47,01:12:36,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191203_SrWj6SkIyEKS0npx7rBerQ_1575354205.mp4,5,00:58:44,01:02:51,0,100,0,(1532x13)(1818x299); 1.437,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191129_XgMG9HQeYkSUy2ILC1KFOA_1575032217.mp4,3,00:48:51,00:57:33,0,100,0,(1523x13)(1809x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191201_UPmwdjADQ0G49ksvaKT1LQ_1575171464.mp4,1,01:08:29,01:17:59,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,6,01:15:49,01:24:45,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191201_ZF3aJ6Xw_U61YTP6SeAhHQ_1575197867.mp4,6,01:02:26,01:22:48,0,100,0,(1524x13)(1810x299); 1.430,
/home/itec/philipp/nobackup/fn-new-videos/XDSmil3yTTV/20191130_i31zW3L7REa7YoZBR_UrjA_1575143930.mp4,7,01:27:05,01:29:55,0,100,0,(1522x50)(1808x336); 1.004,
/home/itec/philipp/nobackup/fn-new-videos/WhyShadyy/20191130_-bUCRsoPcUG4I0gtbrLubw_1575093586.mp4,4,00:51:05,01:11:06,0,100,0,(1532x13)(1818x299); 1.437,
